Rank,Player,Pos,Team Signed,Age At Signing,Start,End,Yrs,Value,AAV,Type,Value Adjusted,AAV adjusted,Performance Season,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,Season,Efficiency,TS%,PIE,PIE_scaled
478,Nick Young,SG,GSW,31,2017,2017,1,"$5,192,000 ","$5,192,000 ",,"$6,454,518.16 ",6454518.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Sam Merrill,SG,CLE,26,2022,2024,3,"$5,012,231 ","$1,670,744 ",rest-of-season,"$5,312,093.17 ",1770697.72,2021-22,1630241.0,Sam Merrill,Sam,1610612763.0,MEM,26.0,6.0,2.0,4.0,0.333,9.6,1.3,4.0,0.333,1.2,3.8,0.304,0.3,0.7,0.5,0.2,1.0,1.2,0.7,0.3,0.0,0.0,0.0,0.5,0.8,4.2,-1.5,6.2,0.0,0.0,7.2,521.0,512.0,495.0,467.0,484.0,449.0,393.0,523.0,188.0,168.0,368.0,472.0,430.0,510.0,528.0,500.0,521.0,432.0,494.0,554.0,520.0,537.0,538.0,381.0,420.0,398.0,499.0,268.0,40.0,477.0,2021-22,2.7000000000000006,0.48746518105849584,7.94133529729418e-06,15.654205607476634
480,Arron Afflalo,SG,DET,21,2007,2010,4,"$5,005,777 ","$1,251,444 ",Rookie,"$7,357,743.62 ",1839435.91,2006-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T481,Michael Finley,SG,SAS,34,2008,2009,2,"$5,000,000 ","$2,500,000 ",,"$7,076,172.78 ",3538086.39,2007-08,714.0,Michael Finley,Michael,1610612759.0,SAS,35.0,82.0,56.0,26.0,0.683,26.9,3.8,9.3,0.414,1.6,4.4,0.37,0.8,1.0,0.8,0.3,2.8,3.1,1.4,0.7,0.4,0.1,0.2,1.1,0.6,10.1,2.7,16.6,0.0,0.0,17.1,1.0,16.0,224.0,72.0,143.0,137.0,118.0,310.0,42.0,39.0,100.0,282.0,305.0,134.0,359.0,164.0,210.0,202.0,304.0,309.0,317.0,353.0,368.0,360.0,142.0,68.0,199.0,222.0,17.0,182.0,2007-08,8.7,0.5184804928131417,2.5588747069059026e-05,29.672897196261676
T481,Tony Allen,SG,BOS,25,2008,2009,2,"$5,000,000 ","$2,500,000 ",,"$7,076,172.78 ",3538086.39,2007-08,2754.0,Tony Allen,Tony,1610612738.0,BOS,26.0,75.0,61.0,14.0,0.813,18.3,2.3,5.2,0.434,0.2,0.8,0.316,1.8,2.4,0.762,0.5,1.8,2.2,1.5,1.5,0.8,0.3,0.4,2.2,1.9,6.6,2.9,13.4,0.0,0.0,12.8,124.0,5.0,352.0,15.0,253.0,251.0,250.0,246.0,234.0,236.0,204.0,132.0,139.0,193.0,308.0,264.0,288.0,187.0,123.0,122.0,202.0,185.0,154.0,165.0,235.0,61.0,257.0,222.0,17.0,251.0,2007-08,6.400000000000002,0.5274936061381074,1.9118029419411913e-05,24.532710280373824
T481,Jamal Crawford,SG,POR,30,2011,2011,2,"$5,000,000 ","$2,500,000 ",,"$6,774,121.83 ",3387060.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T481,Malcom Delaney,SG,ATL,26,2016,2017,2,"$5,000,000 ","$2,500,000 ",Rookie,"$6,347,916.67 ",3173958.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T481,Ty Jerome,SG,CLE,25,2023,2024,2,"$5,000,000 ","$2,500,000 ",Free Agent,"$5,091,911.76 ",2545955.88,2022-23,1629660.0,Ty Jerome,Ty,1610612744.0,GSW,25.0,45.0,22.0,23.0,0.489,18.1,2.6,5.4,0.488,0.8,2.0,0.389,0.8,0.9,0.927,0.2,1.6,1.7,3.0,0.7,0.5,0.1,0.2,1.4,0.9,6.9,-2.0,14.6,0.0,0.0,13.6,321.0,290.0,303.0,300.0,289.0,272.0,289.0,180.0,272.0,305.0,120.0,285.0,338.0,37.0,495.0,376.0,413.0,119.0,345.0,301.0,437.0,358.0,340.0,328.0,282.0,418.0,285.0,253.0,39.0,292.0,2022-23,8.6,0.5952380952380952,2.558874706905903e-05,29.67289719626168
T481,Manu Ginobili,SG,SAS,39,2017,2018,2,"$5,000,000 ","$2,500,000 ",,"$6,215,830.27 ",3107915.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T481,Louis Williams,SG,ATL,34,2021,2021,1,"$5,000,000 ","$5,000,000 ",Free Agent,"$5,607,287.45 ",5607287.45,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Shake Milton,SG,PHI,22,2019,2021,3,"$4,994,028 ","$1,664,676 ",,"$5,951,037.67 ",1983679.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Marcus Banks,SG,BOS,21,2003,2005,3,"$4,835,520 ","$1,611,840 ",Rookie,"$8,007,516.00 ",2669172.0,2002-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Robert Woodard II,SG,SAC,21,2020,2022,3,"$4,800,602 ","$1,600,201 ",Rookie,"$5,652,022.52 ",1884007.51,2019-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Bryn Forbes,SG,MIL,27,2020,2021,2,"$4,791,147 ","$2,395,574 ",Free Agent,"$5,640,890.61 ",2820445.31,2019-20,1627854.0,Bryn Forbes,Bryn,1610612759.0,SAS,26.0,63.0,27.0,36.0,0.429,25.1,3.8,9.2,0.417,2.3,6.0,0.388,1.2,1.4,0.833,0.2,1.8,2.0,1.7,0.9,0.5,0.0,0.4,1.8,0.9,11.2,-3.4,16.9,0.0,0.0,18.3,107.0,181.0,79.0,319.0,166.0,168.0,144.0,347.0,39.0,51.0,95.0,213.0,233.0,126.0,469.0,346.0,380.0,209.0,268.0,283.0,480.0,174.0,259.0,350.0,146.0,458.0,241.0,239.0,29.0,206.0,2019-20,8.9,0.5704971475142625,2.617699412811785e-05,30.140186915887842
T492,Tony Allen,SG,BOS,21,2004,2007,4,"$4,777,037 ","$1,194,259 ",Rookie,"$7,705,469.42 ",1926367.35,2003-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T492,Carlos Delfino,SG,DET,21,2004,2007,4,"$4,777,037 ","$1,194,259 ",Rookie,"$7,705,469.42 ",1926367.35,2003-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T494,Garrett Temple,SG,BKN,32,2019,2019,1,"$4,767,000 ","$4,767,000 ",Free Agent,"$5,680,504.11 ",5680504.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T494,Justin Holiday,SG,IND,29,2019,2019,1,"$4,767,000 ","$4,767,000 ",Free Agent,"$5,680,504.11 ",5680504.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T494,Garrett Temple,SG,CHI,34,2020,2020,1,"$4,767,000 ","$4,767,000 ",Free Agent,"$5,612,460.97 ",5612460.97,2019-20,202066.0,Garrett Temple,Garrett,1610612751.0,BKN,34.0,62.0,30.0,32.0,0.484,27.9,3.6,9.5,0.378,2.0,6.2,0.329,1.1,1.4,0.805,0.5,3.0,3.5,2.5,1.0,0.8,0.5,0.4,1.7,1.4,10.3,-0.7,21.1,2.0,0.0,20.9,123.0,152.0,121.0,247.0,129.0,180.0,138.0,438.0,62.0,44.0,293.0,225.0,239.0,189.0,330.0,195.0,234.0,128.0,229.0,166.0,155.0,185.0,271.0,228.0,168.0,295.0,176.0,142.0,29.0,172.0,2019-20,10.400000000000002,0.5090945037564255,3.058884707105907e-05,33.64485981308411
T497,Jaden Hardy,SG,DAL,20,2022,2024,3,"$4,757,344 ","$1,585,781 ",Rookie,"$5,041,957.28 ",1680652.43,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T497,Ryan Rollins,SG,GSW,20,2022,2024,3,"$4,757,344 ","$1,585,781 ",Rookie,"$5,041,957.28 ",1680652.43,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Bruce Brown Jr.,SG,BKN,24,2021,2021,1,"$4,736,102 ","$4,736,102 ",Free Agent,"$5,311,337.06 ",5311337.06,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T214,Marcus Morris Sr.,SF,NYK,29,2019,2019,1,"$15,000,000 ","$15,000,000 ",Free Agent,"$17,874,462.26 ",17874462.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,C.J. Miles,SF,UTA,20,2008,2011,4,"$14,800,000 ","$3,700,000 ",,"$20,945,471.44 ",5236367.86,2007-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Trey Murphy III,SF,NOP,21,2021,2024,4,"$14,779,415 ","$3,694,854 ",Rookie,"$16,574,485.65 ",4143621.41,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Mike Dunleavy,SF,CHI,34,2015,2017,3,"$14,512,500 ","$4,837,500 ",,"$18,658,053.80 ",6219351.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Darius Miller,SF,NOP,28,2019,2020,2,"$14,250,000 ","$7,125,000 ",Free Agent,"$16,980,739.15 ",8490369.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Thabo Sefolosha,SF,OKC,25,2010,2013,4,"$14,050,000 ","$3,512,500 ",Extension,"$19,628,771.21 ",4907192.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Patrick Baldwin Jr.,SF,GSW,19,2022,2025,4,"$13,993,276 ","$3,498,319 ",Rookie,"$14,830,438.95 ",3707609.74,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Rasual Butler,SF,NOH,26,2006,2009,4,"$13,890,000 ","$3,472,500 ",,"$20,993,467.26 ",5248366.82,2005-06,2446.0,Rasual Butler,Rasual,1610612740.0,NOK,27.0,79.0,36.0,43.0,0.456,23.7,3.3,8.0,0.406,1.2,3.1,0.38,1.0,1.4,0.693,0.6,2.3,2.9,0.5,0.8,0.4,0.6,0.3,1.8,1.0,8.7,-0.8,15.1,1.0,0.0,15.3,74.0,124.0,66.0,265.0,182.0,164.0,149.0,323.0,70.0,76.0,83.0,247.0,245.0,280.0,239.0,218.0,225.0,326.0,274.0,275.0,101.0,226.0,271.0,286.0,170.0,267.0,221.0,176.0,20.0,206.0,2005-06,7.199999999999998,0.5048746518105849,2.1176894126117816e-05,26.168224299065418
225,Jerry Stackhouse,SF,DAL,32,2007,2008,3,"$13,750,000 ","$4,583,333 ",,"$20,210,443.80 ",6736814.6,2006-07,711.0,Jerry Stackhouse,Jerry,1610612742.0,DAL,32.0,67.0,55.0,12.0,0.821,24.1,4.2,9.8,0.428,0.9,2.4,0.383,2.7,3.2,0.847,0.6,1.6,2.2,2.8,1.7,0.8,0.1,0.6,1.2,2.5,12.0,3.9,19.8,0.0,0.0,19.7,187.0,19.0,381.0,13.0,172.0,122.0,109.0,268.0,105.0,111.0,76.0,83.0,93.0,68.0,273.0,293.0,291.0,99.0,113.0,145.0,277.0,98.0,364.0,113.0,109.0,29.0,155.0,236.0,17.0,146.0,2006-07,10.100000000000001,0.5353319057815846,2.9706476482470823e-05,32.94392523364485
226,Justin Jackson,SF,SAC,21,2017,2020,4,"$13,484,010 ","$3,371,003 ",Rookie,"$16,762,863.51 ",4190715.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Dillon Jones,SF,OKC,22,2024,2027,4,"$13,460,726 ","$3,365,182 ",Rookie,"$13,460,726.00 ",3365181.5,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Marquese Chriss,SF,PHX,18,2016,2019,4,"$13,299,636 ","$3,324,909 ",Rookie,"$16,884,996.20 ",4221249.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Ben McLemore,SF,SAC,19,2013,2016,4,"$13,087,722 ","$3,271,931 ",Rookie,"$17,122,494.18 ",4280623.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Joe Ingles,SF,UTA,33,2021,2021,1,"$13,036,364 ","$13,036,364 ",Veteran Extension,"$14,619,728.05 ",14619728.05,2020-21,204060.0,Joe Ingles,Joe,1610612762.0,UTA,33.0,67.0,47.0,20.0,0.701,27.9,4.1,8.4,0.489,2.7,6.1,0.451,1.1,1.3,0.844,0.4,3.2,3.6,4.7,1.7,0.7,0.2,0.2,1.8,1.6,12.1,6.8,24.4,2.0,0.0,24.9,58.0,11.0,284.0,53.0,132.0,159.0,175.0,143.0,31.0,58.0,21.0,229.0,263.0,133.0,359.0,180.0,220.0,54.0,93.0,217.0,370.0,388.0,226.0,185.0,143.0,9.0,141.0,146.0,29.0,121.0,2020-21,15.099999999999998,0.674320106999554,4.441265295894152e-05,44.62616822429905
231,Saddiq Bey,SF,DET,21,2020,2023,4,"$13,030,303 ","$3,257,576 ",Rookie,"$15,341,318.87 ",3835329.72,2019-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Ben Sheppard,SF,IND,21,2023,2026,4,"$13,023,429 ","$3,255,857 ",Rookie,"$13,262,830.27 ",3315707.57,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Ryan Dunn,SF,PHX,21,2024,2027,4,"$12,998,353 ","$3,249,588 ",Rookie,"$12,998,353.00 ",3249588.25,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Jalen Johnson,SF,ATL,19,2021,2024,4,"$12,888,585 ","$3,222,146 ",Rookie,"$14,454,000.18 ",3613500.04,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Stanley Johnson,SF,DET,18,2015,2018,4,"$12,850,042 ","$3,212,511 ",Rookie,"$16,520,708.01 ",4130177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,DeShawn Stevenson,SF,WAS,25,2007,2010,4,"$12,688,715 ","$3,172,179 ",,"$18,650,513.56 ",4662628.39,2006-07,2052.0,DeShawn Stevenson,DeShawn,1610612764.0,WAS,26.0,82.0,41.0,41.0,0.5,29.5,4.2,9.2,0.461,0.9,2.2,0.404,1.9,2.6,0.704,0.7,2.0,2.6,2.7,1.5,0.8,0.2,0.5,1.9,2.0,11.2,-0.8,20.0,1.0,0.0,19.5,1.0,86.0,79.0,201.0,115.0,119.0,127.0,170.0,109.0,124.0,49.0,138.0,137.0,277.0,243.0,241.0,249.0,109.0,156.0,133.0,225.0,152.0,255.0,154.0,123.0,253.0,150.0,182.0,17.0,148.0,2006-07,10.3,0.5413766434648105,3.058884707105906e-05,33.644859813084096
237,Brice Sensabaugh,SF,UTA,19,2023,2026,4,"$12,576,077 ","$3,144,019 ",Rookie,"$12,807,254.89 ",3201813.72,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Matt Barnes,SF,SAC,35,2016,2017,2,"$12,525,625 ","$6,262,813 ",,"$15,902,324.74 ",7951162.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T239,Ronnie Brewer,SF,CHI,24,2010,2011,3,"$12,500,000 ","$4,166,667 ",,"$17,463,319.58 ",5821106.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T239,Josh Childress,SF,ATL,26,2010,2011,2,"$12,500,000 ","$6,250,000 ",,"$17,463,319.58 ",8731659.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Julian Strawther,SF,DEN,21,2023,2026,4,"$12,484,731 ","$3,121,183 ",Rookie,"$12,714,229.73 ",3178557.43,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Otto Porter Jr.,SF,TOR,29,2022,2023,2,"$12,300,000 ","$6,150,000 ",Free Agent,"$13,035,860.87 ",6517930.43,2021-22,203490.0,Otto Porter Jr.,Otto,1610612744.0,GSW,29.0,63.0,41.0,22.0,0.651,22.2,3.1,6.6,0.464,1.3,3.4,0.37,0.8,1.0,0.803,1.4,4.4,5.7,1.5,0.6,1.1,0.5,0.1,1.3,1.1,8.2,3.7,21.3,5.0,0.0,19.8,184.0,76.0,299.0,116.0,230.0,244.0,249.0,222.0,173.0,194.0,149.0,338.0,358.0,209.0,108.0,80.0,76.0,266.0,398.0,76.0,169.0,469.0,387.0,312.0,249.0,50.0,182.0,95.0,40.0,192.0,2021-22,12.700000000000001,0.5823863636363635,3.7647811779765005e-05,39.25233644859813
243,Martell Webster,SF,POR,18,2005,2008,4,"$12,111,493 ","$3,027,873 ",Rookie,"$18,895,913.55 ",4723978.39,2004-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Wesley Johnson,SF,MIN,22,2010,2012,3,"$12,018,240 ","$4,006,080 ",Rookie,"$16,790,269.27 ",5596756.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T245,Thabo Sefolosha,SF,OKC,29,2014,2016,3,"$12,000,000 ","$4,000,000 ",sign-and-trade,"$15,447,401.77 ",5149133.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T245,Julian Champagnie,SF,SAS,22,2023,2026,4,"$12,000,000 ","$3,000,000 ",Free Agent,"$12,220,588.24 ",3055147.06,2022-23,1630577.0,Julian Champagnie,Julian,1610612759.0,SAS,22.0,17.0,7.0,10.0,0.412,18.8,3.5,7.6,0.454,1.9,4.8,0.402,0.8,1.0,0.824,0.6,2.9,3.5,0.6,0.6,0.4,0.3,0.3,1.5,0.8,9.7,-4.4,16.1,1.0,0.0,17.1,442.0,442.0,430.0,400.0,278.0,206.0,187.0,274.0,85.0,96.0,79.0,294.0,312.0,166.0,303.0,190.0,226.0,439.0,359.0,383.0,256.0,284.0,315.0,352.0,187.0,500.0,255.0,192.0,39.0,231.0,2022-23,9.600000000000001,0.6032338308457712,2.8235858834823757e-05,31.775700934579437
248,Rodney Hood,SF,POR,26,2019,2020,2,"$11,721,900 ","$5,860,950 ",Free Agent,"$13,968,177.28 ",6984088.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Josh Childress,SF,ATL,20,2004,2006,4,"$11,662,929 ","$2,915,732 ",Rookie,"$18,812,569.96 ",4703142.49,2003-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Travis Outlaw,SF,POR,22,2007,2009,3,"$11,600,000 ","$3,866,667 ",,"$17,050,265.32 ",5683421.77,2006-07,2566.0,Travis Outlaw,Travis,1610612757.0,POR,22.0,67.0,25.0,42.0,0.373,22.9,3.7,8.5,0.434,0.1,0.6,0.27,2.1,2.7,0.79,1.0,2.3,3.2,0.8,1.0,0.9,1.1,0.4,2.2,1.9,9.6,-1.9,19.7,2.0,0.0,17.8,187.0,249.0,72.0,352.0,193.0,153.0,142.0,248.0,245.0,245.0,238.0,116.0,134.0,157.0,169.0,221.0,196.0,296.0,237.0,106.0,38.0,203.0,193.0,175.0,155.0,348.0,157.0,153.0,17.0,170.0,2006-07,9.200000000000001,0.49545829892650695,2.7353488246235516e-05,31.074766355140184
251,Terrence Ross,SF,TOR,20,2012,2015,4,"$11,589,837 ","$2,897,459 ",Rookie,"$15,380,763.65 ",3845190.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Nikola Jovic,SF,MIA,19,2022,2025,4,"$11,501,537 ","$2,875,384 ",Rookie,"$12,189,628.95 ",3047407.24,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Dorell Wright,SF,GSW,24,2010,2012,3,"$11,429,000 ","$3,809,667 ",,"$15,967,062.36 ",5322354.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Danny Green,SF,SAS,24,2012,2014,3,"$11,287,500 ","$3,762,500 ",,"$14,979,535.06 ",4993178.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Jake Layman,SF,POR,24,2019,2021,3,"$11,283,255 ","$3,761,085 ",Free Agent,"$13,445,474.38 ",4481824.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Justise Winslow,SF,MIA,18,2015,2018,4,"$11,229,126 ","$2,807,282 ",Rookie,"$14,436,770.85 ",3609192.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Danuel House Jr.,SF,HOU,25,2019,2021,3,"$11,151,000 ","$3,717,000 ",Free Agent,"$13,287,875.24 ",4429291.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Gordon Hayward,SF,UTA,19,2010,2013,4,"$11,051,183 ","$2,762,796 ",Rookie,"$15,439,227.24 ",3859806.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Paul Pierce,SF,WAS,36,2014,2015,2,"$10,848,725 ","$5,424,363 ",,"$13,965,384.48 ",6982692.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Nassir Little,SF,POR,18,2019,2022,4,"$10,803,948 ","$2,700,987 ",Rookie,"$12,874,317.39 ",3218579.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,DeMar DeRozan,SF,TOR,19,2009,2012,4,"$10,705,770 ","$2,676,443 ",Rookie,"$15,207,683.54 ",3801920.88,2008-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Ben McLemore,SF,MEM,23,2017,2018,2,"$10,660,000 ","$5,330,000 ",,"$13,252,150.14 ",6626075.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Luol Deng,SF,CHI,18,2004,2007,4,"$10,652,099 ","$2,663,025 ",Rookie,"$17,182,078.16 ",4295519.54,2003-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Dahntay Jones,SF,IND,28,2009,2012,4,"$10,600,000 ","$2,650,000 ",,"$15,057,435.90 ",3764358.98,2008-09,2563.0,Dahntay Jones,Dahntay,1610612743.0,DEN,28.0,79.0,52.0,27.0,0.658,18.0,1.9,4.3,0.458,0.1,0.2,0.647,1.4,1.9,0.728,0.7,1.4,2.1,1.0,0.9,0.6,0.2,0.5,2.5,1.5,5.4,-1.1,11.2,0.0,0.0,10.4,68.0,39.0,222.0,93.0,244.0,265.0,274.0,178.0,258.0,280.0,9.0,183.0,184.0,272.0,224.0,325.0,295.0,252.0,253.0,195.0,233.0,145.0,98.0,207.0,252.0,277.0,274.0,229.0,15.0,275.0,2008-09,5.499999999999998,0.5257009345794392,1.617679412411778e-05,22.19626168224299
265,Paul Pierce,SF,LAC,37,2015,2017,3,"$10,583,760 ","$3,527,920 ",,"$13,607,053.47 ",4535684.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
